Type	Depth	Parent
religious community	5	community
standard language	5	language
library building	5	building
unincorporated area	5	human settlement
historiography	5	group of literary works
soundtrack	5	musical work
chlorine compound	5	chemical compound
game franchise	5	creative work
Q3391202	5	body of water
telecommunication company	5	business
vocal music	5	music
intergovernmental organization	5	international organization
religious denomination	5	religious organization
competition	5	interaction
military	5	armed organization
nonprofit organization	5	juridical person
broadcast network	5	broadcaster
commercial building	5	building
estimate	5	process
local government in New Jersey	5	local government
historical language	5	language
mosque	5	place of worship
performing arts genre	5	art genre
public holiday	5	non-working day
G	5	star
dot-com company	5	business
silent film	5	film
steroid synthesis inhibitor	5	enzyme inhibitor
Q48748864	5	juridical person
noble family	5	lineage
epic literature	5	literary work
application	5	software
arch bridge	5	bridge
biopharmaceutical	5	biological products
Christian Church	5	religious organization
bell tower	5	tower
learning material	5	communication medium
human who may be fictional	5	human
Hogwarts student	5	wizard in the Harry Potter universe
research	5	process
cemetery	5	place of worship
variable star	5	star
Q184767	5	language
sports league	5	sports organization
shoreline indentation	5	body of water
oxygen compound	5	chemical compound
Roman building	5	Roman archaeological site
entertainment event	5	event
signal tower	5	tower
synthetic language	5	language
prayer book	5	literary work
musical series	5	series of creative works
local government in Israel	5	local government
city/town	5	locality
relation	5	set
dwarf star	5	star
political institution	5	institution
isocyanate	5	chemical compound
book series	5	literary work
contract	5	accord
technique	5	process
group of structures or buildings	5	construction
natural satellite	5	satellite
acyclic compound	5	chemical compound
political party	5	juridical person
hydrogen compound	5	chemical compound
assembly (the subject of article 11 ECHR)	5	event
feature film	5	film
all-female band	5	musical group
monetary authority	5	financial institution
Wikimedia list article	5	list
performance work	5	creative work
measurand	5	quantity
plutocracy	5	oligarchy
natural region	5	geographic region
Divided region	5	geographic region
sea mark	5	construction
number of entities	5	dimensionless quantity
physical process	5	process
village	5	human settlement
inference	5	process
television channel	5	broadcaster
poem	5	literary work
supergiant	5	star
analgesic	5	central nervous system agent
infinite set	5	set
X-ray binary	5	binary star
transport infrastructure	5	infrastructure
command	5	message
short film	5	film
federal system	5	political system
composite number	5	positive integer
tax noncompliance	5	activity
pop group	5	musical group
sports festival	5	event
indigenous people	5	population group
fiction series	5	series of creative works
M-type star	5	star
minor planet	5	substellar object
art style	5	art genre
stadium	5	sports venue
performing arts production	5	event
waterfall	5	body of water
acid	5	chemical compound
democracy	5	political system
puzzle	5	game
prose	5	literary work
hospital	5	emergency service
irregular military	5	armed organization
local council	5	local government
passenger ship	5	merchant vessel
interactive media	5	communication medium
group of works	5	creative work
financial intermediary	5	financial institution
transport company	5	business
strategic bombing	5	aerial bombing
enterprise	5	juridical person
unfinished creative work	5	creative work
parade	5	event
theocracy	5	political system
production company	5	company
sports team	5	sports organization
saturated silicon hydride	5	chemical compound
three-masted ship	5	sailing ship
road bridge	5	bridge
data collection	5	activity
remake	5	film
Christmas music	5	music
newspaper	5	business
civilization	5	society
giant star	5	star
manufacturing company	5	business
motet	5	musical work
narrative	5	creative work
public institution	5	institution
streaming media	5	data stream
Americans	5	human
small Solar System body	5	substellar object
television station	5	broadcaster
level set	5	set
temple	5	place of worship
toy	5	creative work
cooperative	5	company
literary award	5	event
maritime infrastructure	5	infrastructure
extrasolar planet	5	extrasolar object
Internet booking engine	5	software
neighborhood	5	human settlement
website	5	computer network
controlled vocabulary	5	data set
bacterial vaccine	5	vaccine
animated film	5	film
client	5	software
series of specified number of works	5	series of creative works
cultural institution	5	institution
source-available software	5	software
form of state	5	political system
production	5	process
angel in Islam	5	angel
measurement scale	5	quantity
arrangement	5	musical work
article	5	text
stellar population	5	star
natural process	5	process
parliamentary system	5	political system
public utility	5	business
kingdom	5	realm
lighthouse	5	building
central building	5	building
educational institution	5	institution
channel	5	communication medium
mobile software	5	software
thesis	5	literary work
God in Abrahamic religions	5	God
brick and mortar company	5	business
music school	5	music organization
flight phase	5	event
concrete bridge	5	bridge
sports governing body	5	sports organization
oxidoreductase inhibitor	5	enzyme inhibitor
steel construction	5	construction
filial church	5	subsidiary entity
marketing tool	5	activity
association football venue	5	sports venue
cycle	5	series of creative works
food manufacturer	5	business
residential community	5	community
digital distribution platform	5	software
residential building	5	building
protease inhibitor	5	enzyme inhibitor
multinational corporation	5	business
protected area	5	geographic region
comic strip series	5	series of creative works
magazine	5	communication medium
legal act	5	creative work
religious music	5	music
palace	5	building
social status	5	status
dwelling place	5	human settlement
tourist attraction	5	point of interest
Napoleonic client state	5	client state
drama	5	literary work
media enterprise	5	company
carbonate	5	chemical compound
format	5	arrangement
Greek deity	5	mythological Greek character
social media	5	communication medium
bridge by material	5	bridge
artificial language	5	creative work
government	5	political organisation
food establishment	5	business
show	5	event
folklore	5	creative work
party	5	event
rural settlement	5	human settlement
non-Copyfree software license	5	software license
philosophy	5	science
musical composition	5	musical work
disaster	5	hazard
model	5	type of manufactured good
credit institution	5	business
dam	5	infrastructure
navigational aid	5	construction
journalism	5	activity
radio program	5	broadcasting program
separate legal entity	5	juridical person
entertainment	5	activity
endangered language	5	language
water area	5	body of water
cause of death	5	causality
supraorganization	5	association
confraternity	5	religious organization
trading company	5	business
contact binary	5	binary star
artificial satellite	5	satellite
figurate number	5	positive integer
kinship	5	social relation
intentional human action	5	process
osmium compound	5	chemical compound
railway bridge	5	bridge
sports club	5	club
document	5	communication medium
event venue	5	building
compact star	5	star
regime change	5	event
explosion	5	process
cantata	5	musical work
literary genre	5	art genre
applied science	5	science
method	5	process
technology museum	5	science museum
creation	5	process
coherent SI unit	5	SI unit
syndrome	5	symptom
girder bridge	5	bridge
dialect	5	lect
calcium compounds	5	chemical compound
trade union	5	syndicate
position	5	role
system software	5	software
human language	5	language
Pilgrimage site	5	place of worship
chain	5	business
university system	5	educational organization
truss bridge	5	bridge
geochronological unit	5	unit of time
giant	5	mythic humanoid
king in Greek mythology	5	mythological Greek character
human activity	5	activity
ceremony	5	event
exchange building	5	building
star cluster	5	deep-sky object
public building	5	building
computer programming	5	activity
free software license	5	software license
exact science	5	science
angel in Judaism	5	angel
art	5	process
cyclic compound	5	chemical compound
motto	5	text
industry	5	activity
river god	5	water deity
problem	5	condition
binary compound	5	chemical compound
private company	5	company
fantastique genre	5	art genre
convention	5	event
arena	5	sports venue
fictional carnivoran	5	fictional mammal
gland	5	animal organ
four-masted ship	5	sailing ship
poetry	5	literary work
game of chance	5	game
unitary authority	5	local government
role-playing game	5	game
treaty	5	accord
compound of carbon	5	chemical compound
food	5	disposable product
lake	5	body of water
codification	5	process
mental process	5	biological process
small monument	5	monument
SI derived unit	5	SI unit
media franchise	5	series of creative works
territorial entity	5	geographic region
register	5	list
military organization	5	armed organization
ice cover	5	body of water
newscast	5	television genre
virtual business	5	business
cargo ship	5	merchant vessel
transformation language	5	computer language
film studio	5	media studio facility
city	5	human settlement
mobile app	5	communication medium
writing system	5	notation
family of isomeric compounds	5	group of chemical compounds
flight test	5	flight
local public entity	5	local government
anthropomorphic rodent	5	funny animal
legislative house	5	assembly
technical standard	6	document
sacred architecture	6	religious building
ocean liner	6	passenger ship
publisher	6	media enterprise
art movement	6	art
dwarf galaxy	6	galaxy
strait	6	water area
international competition	6	competition
recreation	6	human activity
nuclear explosion	6	explosion
rank	6	position
house	6	residential building
operating system	6	system software
unincorporated community	6	unincorporated area
phonetic writing system	6	writing system
oxoacid	6	oxygen compound
comet	6	small Solar System body
online store	6	virtual business
weapon model	6	model
play	6	performance work
idea	6	mental representation
editor	6	application
pulsating variable star	6	variable star
sanctuary	6	religious building
alkynols	6	oxygen compound
venue	6	territorial entity
regional newspaper	6	newspaper
cities of Ukraine	6	city/town
award ceremony	6	competition
trilogy	6	series of specified number of works
catalog of works	6	catalogue
film production company	6	production company
concept	6	mental representation
theatre	6	public building
national sports team	6	sports team
civic building	6	public building
division of an educational institution	6	educational institution
trade bloc	6	intergovernmental organization
secondary school	6	educational institution
metal bridge	6	bridge by material
manuscript	6	document
pyramidal number	6	figurate number
television series	6	television program
independent city	6	city
news website	6	website
conversion of scripts	6	technique
natural disaster	6	disaster
lieutenancy area	6	territorial entity
hotel building	6	commercial building
city of the Philippines	6	city
part of municipality in Czechia	6	neighborhood
recreation area	6	territorial entity
wiki	6	website
work with multiple executions	6	group of works
private educational institution	6	educational institution
spiral galaxy	6	galaxy
commercial treaty	6	treaty
animation software	6	application
choreographic work	6	performance work
hydroxides	6	oxygen compound
Roman fortification	6	Roman building
estimation process	6	technique
dead language	6	human language
shooting	6	intentional human action
legal transaction	6	intentional human action
rugby league team	6	sports team
Wikimedia article page	6	article
statistical method	6	technique
federal state	6	federal system
nominal kinship	6	kinship
political parties in Germany	6	political party
human-geographic territorial entity	6	territorial entity
occupation	6	human activity
lenticular galaxy	6	galaxy
federalism	6	federal system
football team	6	sports team
international sporting event	6	sports festival
sporting event	6	entertainment event
musical production	6	performing arts production
maritime disaster	6	disaster
lower house	6	legislative house
ensemble	6	group of structures or buildings
song	6	vocal music
ancient Greek temple	6	temple
public institution of the United States	6	public institution
religious text	6	document
historical geographic location	6	territorial entity
public enterprise	6	enterprise
special city	6	city
retail building	6	commercial building
amateur sport team	6	sports team
religious order	6	religious community
accident	6	disaster
Natura 2000 protected area	6	protected area
verse poetry	6	poetry
public educational institution	6	educational institution
regime	6	form of state
declarative programming	6	computer programming
football club	6	sports club
concerto	6	musical composition
theatrical production	6	performing arts production
association football competition	6	sports festival
multi-sport club	6	sports club
number	6	number of entities
non-banking financial company	6	enterprise
mascot	6	marketing tool
snooker tournament	6	sports festival
almost prime	6	composite number
glacial lake	6	lake
ensemble of works of art	6	group of works
higher education institution	6	educational institution
sports season	6	sports festival
trade agreement	6	treaty
exclusion zone	6	territorial entity
emotion	6	mental process
professional sports	6	entertainment
television program for children	6	television program
transport building or structure	6	transport infrastructure
seminary	6	religious building
assertion method	6	method
police	6	law enforcement agency
entertainment software	6	application
word-sense disambiguation	6	problem
binary relation	6	relation
literature	6	art
trade magazine	6	magazine
shop	6	commercial building
border town	6	city/town
multimedia software	6	application
periodical	6	serial
municipality with town privileges in the Czech Republic	6	city/town
elliptical galaxy	6	galaxy
cultural area	6	territorial entity
eclipsing binary star	6	variable star
city of the United States	6	city
pervasive game	6	video game
motion	6	physical process
hydride	6	hydrogen compound
body of the European Union	6	intergovernmental organization
discovery	6	intentional human action
Passion	6	religious music
air carrier	6	transport company
popular assembly	6	assembly (the subject of article 11 ECHR)
online service	6	website
artistic creation	6	creation
technology	6	applied science
political conference	6	convention
traditional story	6	narrative
social issue	6	problem
municipality of Japan	6	local public entity
economic activity	6	human activity
cataclysmic variable star	6	contact binary
computational problem	6	problem
middleware	6	system software
television network	6	broadcast network
object-based language	6	programming language
consulting company	6	enterprise
championship	6	sports festival
asteroid	6	small Solar System body
scientific method	6	method
homocyclic compound	6	cyclic compound
public company	6	enterprise
form	6	format
academic institution	6	educational institution
polygonal number	6	figurate number
school	6	educational institution
artificial lake	6	lake
Kuiper belt object	6	trans-Neptunian object
centered polyhedral number	6	figurate number
Professional Sports Team	6	sports team
arrondissement	6	territorial entity
authority control	6	controlled vocabulary
segmental writing system	6	writing system
gravity dam	6	dam
entry	6	article
big city	6	city/town
rugby union team	6	sports club
military unit	6	military organization
distant minor planet	6	minor planet
Wikimedia set index article	6	Wikimedia list article
land waters	6	water area
conflagration	6	disaster
capital	6	city
television series episode	6	television program
church building	6	religious building
conservatory	6	music school
web television	6	television program
group of stereoisomers	6	family of isomeric compounds
private corporation	6	enterprise
eating and lodging	6	commercial building
open-source software	6	freely redistributable software
roll-on/roll-off ship	6	cargo ship
digital newspaper	6	newspaper
fiction literature	6	fiction
non-governmental organization	6	nonprofit organization
arch dam	6	dam
bay	6	shoreline indentation
constructed language	6	artificial language
landscape	6	territorial entity
all-seater stadium	6	stadium
travel website	6	website
eutrophic lake	6	lake
rail infrastructure	6	transport infrastructure
research institute	6	institute
commercial district	6	territorial entity
intellectual competition	6	competition
music venue	6	performing arts building
record company	6	media enterprise
sport competition at a multi-sport event	6	sports festival
dynasty	6	noble family
utility software	6	system software
review site	6	website
organic compound	6	compound of carbon
savings bank	6	credit institution
bank	6	financial intermediary
comics	6	narrative
mass media	6	industry
territory	6	territorial entity
anime television program	6	television program
aromatic compound	6	cyclic compound
sitcom	6	serial
sports website	6	website
republic	6	democracy
vehicle model	6	model
environmental disaster	6	disaster
cycling team	6	sports team
statistical territorial entity	7	human-geographic territorial entity
political territorial entity	7	human-geographic territorial entity
cepheid variable	7	pulsating variable star
Web conferencing	7	meeting
criminal organization	7	social issue
operating system distribution	7	operating system
headquarters	7	military unit
nuclear accident	7	accident
programming tool	7	utility software
opera	7	play
broadcasting	7	mass media
friendly tournament	7	championship
military facility	7	venue
planned language	7	constructed language
overseas territory	7	territory
organic acid	7	organic compound
legal case	7	legal transaction
still waters	7	land waters
airline	7	air carrier
military branch	7	military unit
crime	7	social issue
quarter	7	human-geographic territorial entity
national association football competition	7	association football competition
bibliography	7	catalog of works
scientific journal	7	trade magazine
Jewish literature	7	literature
vocational school	7	secondary school
open standard	7	technical standard
audio software	7	multimedia software
record label	7	record company
city with millions of inhabitants	7	big city
alternative school	7	school
Wikipedia article page	7	Wikimedia article page
legal concept	7	concept
thoroughfare	7	transport building or structure
sports location	7	venue
academy	7	academic institution
warfare and armed conflicts	7	social issue
Hochschule	7	higher education institution
meteorological disaster	7	natural disaster
observatory	7	research institute
public research institution	7	research institute
official residence	7	house
alphabetic writing system	7	segmental writing system
game publisher	7	publisher
army unit	7	military unit
religious literature	7	fiction literature
historic house	7	house
orders of magnitude of numbers	7	number
rugby union match	7	sporting event
Eastern Orthodox church	7	church building
square number	7	polygonal number
comic book series	7	comics
Catholic church	7	church building
world view	7	idea
cathedral	7	church building
scientific organisation	7	academic institution
mathematical concept	7	concept
university	7	academic institution
world championship	7	international sporting event
association football team	7	football team
news magazine	7	periodical
state capital	7	capital
novel	7	fiction literature
fusillade	7	shooting
wooden house	7	house
online database	7	online service
time standard	7	technical standard
gun violence	7	shooting
substituted benzene	7	aromatic compound
media player	7	multimedia software
alcohols	7	organic compound
charter city of the United States	7	city of the United States
mansion	7	house
municipal company	7	public enterprise
research center	7	research institute
shipwrecking	7	maritime disaster
theory	7	concept
scientific hypothesis	7	idea
professional cycling team	7	cycling team
Japanese TV series	7	television series
port	7	transport building or structure
transcription	7	conversion of scripts
disaster remains	7	venue
academic journal	7	trade magazine
term	7	concept
software publisher	7	publisher
tournament	7	championship
international association football competition	7	association football competition
retail environment	7	human-geographic territorial entity
bike shop	7	shop
codex	7	manuscript
myth	7	traditional story
Silicon hydrides	7	hydride
city of California	7	city of the United States
carbohydrate derivative	7	organic compound
sports season of a sports club	7	sports season
laboratory	7	research institute
graphics software	7	editor
religious concept	7	concept
transport accident	7	accident
meteorological concept	7	concept
grande école	7	school
college	7	higher education institution
colleges and universities in the United States	7	higher education institution
digital comic	7	comics
single-family detached home	7	house
association football club	7	football club
shooting attack	7	shooting
private university	7	private educational institution
building complex	7	ensemble
index number	7	number
partial function	7	binary relation
state-owned enterprise	7	public enterprise
Olympic Games	7	international competition
military rank	7	rank
polyptych	7	ensemble of works of art
size-specific military unit	7	military unit
public office	7	occupation
national tennis team	7	national sports team
national handball team	7	national sports team
medal	7	work with multiple executions
reef	7	landscape
digital audio editor	7	editor
regional standard	7	technical standard
legislative act	7	legal transaction
administrative territorial entity	7	human-geographic territorial entity
monastic order	7	religious order
religious school	7	school
women's national team	7	national sports team
Unix-like	7	operating system
voluntary association	7	non-governmental organization
watercourse	7	land waters
peacekeeping force	7	military unit
television serial	7	television series
animated series	7	television series
amateur cycling team	7	amateur sport team
specialized bank	7	bank
organooxygen compound	7	organic compound
religious institute	7	religious order
harbor	7	bay
city of Wisconsin	7	city of the United States
continental competition	7	championship
steroid	7	organic compound
district	8	administrative territorial entity
hiking trail	8	sports location
canton	8	administrative territorial entity
Catholic religious order	8	religious institute
country	8	political territorial entity
open-access repository	8	online database
wilayah	8	administrative territorial entity
federated state	8	administrative territorial entity
country house	8	mansion
graphics library	8	graphics software
special administrative region	8	administrative territorial entity
computer-aided design software	8	graphics software
philosophical theory	8	theory
subdivision of Rome	8	administrative territorial entity
Federal law	8	legislative act
administrative territorial entity of a single country	8	administrative territorial entity
attempt	8	crime
dependent territory	8	administrative territorial entity
wooden church	8	wooden house
city district	8	administrative territorial entity
autonomous administrative territorial entity	8	administrative territorial entity
auxiliary language	8	planned language
urban entity in Chile	8	administrative territorial entity
civil township	8	political territorial entity
regional organization	8	administrative territorial entity
road	8	thoroughfare
macroregion	8	administrative territorial entity
sea	8	still waters
learned society	8	public research institution
public university	8	university
metropolis	8	city with millions of inhabitants
hydroxy acid	8	alcohols
conspiracy	8	crime
violent crime	8	crime
first-level administrative country subdivision	8	political territorial entity
Bezirk	8	administrative territorial entity
student society	8	voluntary association
governorate	8	political territorial entity
sources of law	8	legal concept
administrative territorial entity of Poland	8	political territorial entity
province-level division	8	political territorial entity
monohydric alcohol	8	alcohols
federal territory	8	administrative territorial entity
Catholic monastic order	8	monastic order
administrative region	8	administrative territorial entity
military school	8	vocational school
waterway	8	thoroughfare
carbonyl compound	8	organooxygen compound
institutional complex	8	building complex
chlorobenzene	8	substituted benzene
women's association football team	8	association football team
statistical territorial entity of Portugal	8	statistical territorial entity
charitable organization	8	voluntary association
criminal case	8	legal case
carbohydrate	8	alcohols
single-elimination tournament	8	tournament
ethers	8	organooxygen compound
census place	8	statistical territorial entity
basilica	8	Catholic church
national association football team	8	association football team
discography	8	bibliography
natural watercourse	8	watercourse
exarchate	8	administrative territorial entity
flavonoid superclass	8	organooxygen compound
military building	8	military facility
international association football clubs competition	8	international association football competition
kraj	8	administrative territorial entity
prefecture	8	administrative territorial entity
county	8	administrative territorial entity
miniseries	8	television serial
Catholic school	8	religious school
administrative territorial entity of a specific level	8	administrative territorial entity
polyol	8	alcohols
constituency	8	administrative territorial entity
professional society	8	voluntary association
urban area	8	statistical territorial entity
Christian school	8	religious school
oxacycle	8	organooxygen compound
municipality	8	political territorial entity
administrative territorial entity of South Korea	8	political territorial entity
liberal arts college	8	college
villa	8	single-family detached home
non-political administrative territorial entity	8	administrative territorial entity
technical term	8	term
astronomical observatory	8	observatory
railway line	8	thoroughfare
fourth power	8	square number
commune	8	political territorial entity
train wreck	8	transport accident
military base	8	military facility
okrug	8	administrative territorial entity
circuit	8	administrative territorial entity
institute of consecrated life	8	religious institute
oblast	8	administrative territorial entity
Landscape	8	administrative territorial entity
okres	8	administrative territorial entity
legislation	8	legislative act
cadastral municipality	8	administrative territorial entity
traffic collision	8	transport accident
enclave or exclave	8	administrative territorial entity
Q12055729	8	administrative territorial entity
civil time	8	time standard
administrative territorial entity of Mexico	9	administrative territorial entity of a single country
district of Austria	9	Bezirk
administrative territorial entity of the United Kingdom	9	administrative territorial entity of a single country
administrative territorial entity of the Soviet Union	9	administrative territorial entity of a single country
administrative territorial entity of Ethiopia	9	administrative territorial entity of a single country
administrative territorial entity of the Czech Republic	9	administrative territorial entity of a single country
administrative territorial entity of Italy	9	administrative territorial entity of a single country
administrative territorial entity of France	9	administrative territorial entity of a single country
Public Ivy	9	public university
province or territory of Canada	9	first-level administrative country subdivision
administrative territorial entity of Spain	9	administrative territorial entity of a single country
administrative territorial entity of the Roman Empire	9	administrative territorial entity of a single country
baladiyah	9	municipality
obec	9	municipality
administrative territorial entity of Nigeria	9	administrative territorial entity of a single country
Subdivisions of Mozambique	9	administrative territorial entity of a single country
sources of international law	9	sources of law
cable railway	9	railway line
county of the United States	9	county
constituency of France	9	constituency
administrative territorial entity of the United States	9	administrative territorial entity of a single country
administrative territorial entity of Switzerland	9	administrative territorial entity of a single country
occupied territory	9	dependent territory
comune of Italy	9	municipality
administrative territorial entity of Chile	9	administrative territorial entity of a single country
city district in Russia	9	city district
administrative territorial entity of the United Arab Emirates	9	administrative territorial entity of a single country
international human rights instrument	9	legislation
transcontinental country	9	country
town	9	urban area
municipality in Switzerland	9	municipality
federal district	9	federal territory
municipality of Germany	9	municipality
administrative territorial entity of the Russian Empire	9	administrative territorial entity of a single country
Thesaban	9	municipality
administrative territorial entity of Serbia	9	administrative territorial entity of a single country
administrative territorial entity of Ivory Coast	9	administrative territorial entity of a single country
administrative territorial entity of Guatemala	9	administrative territorial entity of a single country
fourth-level administrative country subdivision	9	administrative territorial entity of a specific level
state or territory of Australia	9	first-level administrative country subdivision
single-member district	9	constituency
administrative territorial entity of the Netherlands	9	administrative territorial entity of a single country
administrative territorial entity of Yemen	9	administrative territorial entity of a single country
colony	9	dependent territory
administrative territorial entity of Slovakia	9	administrative territorial entity of a single country
administrative territorial entity of Nicaragua	9	administrative territorial entity of a single country
administrative territorial entity of Norway	9	administrative territorial entity of a single country
administrative territorial entity of Croatia	9	administrative territorial entity of a single country
primary legislation	9	legislation
subdivision of the Byzantine Empire	9	administrative territorial entity of a single country
administrative territorial entity of Burkina Faso	9	administrative territorial entity of a single country
Municipal government in Canada	9	municipality
federative entity of Mexico	9	first-level administrative country subdivision
administrative territorial entity of India	9	administrative territorial entity of a single country
administrative territorial entity of Qatar	9	administrative territorial entity of a single country
airborne observatory	9	astronomical observatory
administrative territorial entity of Ukraine	9	administrative territorial entity of a single country
region of Italy	9	first-level administrative country subdivision
scientific society	9	professional society
administrative territorial entity of Cuba	9	administrative territorial entity of a single country
municipal formation in Russia	9	municipality
academia	9	learned society
place with town rights and privileges	9	municipality
former municipality	9	municipality
disputed territory	9	non-political administrative territorial entity
administrative territorial entity of Argentina	9	administrative territorial entity of a single country
administrative territorial entity of Iran	9	administrative territorial entity of a single country
municipio	9	municipality
women's national association football team	9	women's association football team
street	9	road
administrative territorial entity of Austria	9	administrative territorial entity of a single country
administrative territorial entity of Singapore	9	administrative territorial entity of a single country
administrative territorial entity of Canada	9	administrative territorial entity of a single country
sovereign state	9	country
administrative territorial entity of El Salvador	9	administrative territorial entity of a single country
administrative territorial entity of Japan	9	administrative territorial entity of a single country
administrative territorial entity of Palestine	9	administrative territorial entity of a single country
administrative territorial entity of Iceland	9	administrative territorial entity of a single country
administrative territorial entity of Georgia	9	administrative territorial entity of a single country
administrative territorial entity of Bulgaria	9	administrative territorial entity of a single country
stream	9	natural watercourse
administrative territorial entity of Finland	9	administrative territorial entity of a single country
administrative territorial entity of Cape Verde	9	administrative territorial entity of a single country
administrative territorial entity of Romania	9	administrative territorial entity of a single country
administrative territorial entity of Uruguay	9	administrative territorial entity of a single country
administrative territorial entity of Malaysia	9	administrative territorial entity of a single country
public scientific, cultural or professional establishment	9	public university
urban area in Nordic countries	9	urban area
federal subject of Russia	9	first-level administrative country subdivision
administrative territorial entity of Germany	9	administrative territorial entity of a single country
time zone	9	non-political administrative territorial entity
administrative district of Prague	9	district
region of France	9	administrative region
third-level administrative country subdivision	9	administrative territorial entity of a specific level
administrative territorial entity of Belarus	9	administrative territorial entity of a single country
administrative territorial entity of Angola	9	administrative territorial entity of a single country
administrative territorial entity of Bolivia	9	administrative territorial entity of a single country
concelho	9	municipality
administrative territorial entity of New Zealand	9	administrative territorial entity of a single country
diol	9	polyol
autonomous community	9	autonomous administrative territorial entity
administrative territorial entity of Australia	9	administrative territorial entity of a single country
city of South Korea	9	administrative territorial entity of South Korea
ketone	9	carbonyl compound
administrative territorial entity of the Kingdom of Saxony	9	administrative territorial entity of a single country
river	9	natural watercourse
fifth-level administrative country subdivision	9	administrative territorial entity of a specific level
administrative territorial entity of Sweden	9	administrative territorial entity of a single country
terrorist attack	9	violent crime
metropolitan municipality	9	metropolis
second-level administrative country subdivision	9	administrative territorial entity of a specific level
administrative territorial entity of the People's Republic of China	9	administrative territorial entity of a single country
administrative territorial entity of Belgium	9	administrative territorial entity of a single country
county of England	9	county
administrative territorial entity of Luxembourg	9	administrative territorial entity of a single country
like a city	9	municipality
first-level administrative country subdivision in Indonesia	9	first-level administrative country subdivision
fortification	9	military building
autonomous community of Spain	9	first-level administrative country subdivision
administrative territorial entity of the Philippines	9	administrative territorial entity of a single country
footpath	9	road
province level division of the Republic of China	9	first-level administrative country subdivision
historical country	9	country
administrative territorial entity of Brazil	9	administrative territorial entity of a single country
administrative territorial entity of Turkey	9	administrative territorial entity of a single country
administrative territorial entity of Denmark	9	administrative territorial entity of a single country
administrative territorial entity of Indonesia	9	administrative territorial entity of a single country
municipality of New Jersey	9	municipality
administrative territorial entity of Colombia	9	administrative territorial entity of a single country
municipality of Poland	9	administrative territorial entity of Poland
integrated municipality	9	municipality
Reserve Officers' Training Corps	9	military school
municipality of Ontario	10	Municipal government in Canada
region of Ukraine	10	administrative territorial entity of Ukraine
municipality of the Czech Republic	10	obec
township in the United States	10	administrative territorial entity of the United States
intra-city territory of a federal city	10	municipal formation in Russia
act of parliament	10	primary legislation
constituency in the United Kingdom	10	administrative territorial entity of the United Kingdom
administrative territorial entity of Northern Ireland	10	administrative territorial entity of the United Kingdom
administrative subdivision of Puerto Rico	10	administrative territorial entity of the United States
municipality of Switzerland	10	municipality in Switzerland
uyezd	10	second-level administrative country subdivision
local municipality of Quebec	10	Municipal government in Canada
metropolitan or non-metropolitan county of England	10	county of England
regional center of Germany	10	administrative territorial entity of Germany
polyketide	10	ketone
districts and some cities of Germany	10	administrative territorial entity of Germany
territorial collectivity of France	10	administrative territorial entity of France
Regierungsbezirk	10	administrative territorial entity of Germany
administrative territorial entity of Catalonia	10	administrative territorial entity of Spain
municipality of Belgium	10	administrative territorial entity of Belgium
établissement public de coopération intercommunale	10	administrative territorial entity of France
third-order administrative division	10	third-level administrative country subdivision
powiat of Poland	10	second-level administrative country subdivision
NUTS 1 statistical regions of England	10	administrative territorial entity of the United Kingdom
administrative subdivision of Wales	10	administrative territorial entity of the United Kingdom
federative unit of Brazil	10	administrative territorial entity of Brazil
list of communities in Alberta	10	Municipal government in Canada
district of England	10	second-level administrative country subdivision
state or federal territory of Malaysia	10	administrative territorial entity of Malaysia
borough in the United Kingdom	10	administrative territorial entity of the United Kingdom
territory of Australia	10	federal district
administrative territorial entity of Scotland	10	administrative territorial entity of the United Kingdom
municipal corporation in the United States	10	administrative territorial entity of the United States
administrative territorial entity of the Russian Soviet Federative Socialist Republic	10	administrative territorial entity of the Soviet Union
community, region or language area of Belgium	10	administrative territorial entity of Belgium
urban municipality of Germany	10	municipality of Germany
municipality of Armenia	10	second-level administrative country subdivision
Q65770134	10	administrative territorial entity of the Soviet Union
local government in Pennsylvania	10	administrative territorial entity of the United States
administrative territorial entity of England	10	administrative territorial entity of the United Kingdom
principal area	10	administrative territorial entity of the United Kingdom
city in Ukraine	10	administrative territorial entity of Ukraine
prefecture of the People's Republic of China	10	second-level administrative country subdivision
state or territory of India	10	administrative territorial entity of India
empire	10	historical country
city of Japan	10	like a city
autonomous administrative territorial entity of China	10	administrative territorial entity of the People's Republic of China
civil parish	10	fourth-level administrative country subdivision
municipality of Spain	11	third-order administrative division
independent city of Germany	11	districts and some cities of Germany
borough in the United States	11	municipal corporation in the United States
global empire	11	empire
single-tier municipality	11	municipality of Ontario
colonial empire	11	empire
town of the United States	11	municipal corporation in the United States
